id,participant_id,trial_number,scenario_text,ai_condition,ai_correctness,initial_answer,final_answer,changed,change_reason,confidence_before,confidence_after,response_time_ms,ai_advice,created_at,correct_answer_text,initial_answer_text,final_answer_text,is_correct
c2daaa79-6b88-4a98-b65c-096e441c17f5,35034ce4-ae96-4a23-9808-ccb66d88f640,6,"Cabbage leaves have multiple holes and ragged edges, with small green caterpillars visible on the underside.",authority,correct,C,C,FALSE,,2,5,15580,The holes and torn edges on the cabbage leaves are caused by caterpillar feeding. Their presence reduces leaf area and weakens plant growth. Remove the caterpillars by hand to reduce immediate damage. Apply insecticidal soap to disrupt their feeding and development. Cover the crop rows with mesh to block new insects from laying eggs. This combination protects the plants and maintains healthy growth.,2025-11-13 20:13:14.461119+00,"Hand-remove worms, apply insecticidal soap, and cover crop rows with mesh","Hand-remove worms, apply insecticidal soap, and cover crop rows with mesh","Hand-remove worms, apply insecticidal soap, and cover crop rows with mesh",TRUE
b450197c-d208-4a87-87fc-f64cc137bfb9,35034ce4-ae96-4a23-9808-ccb66d88f640,7,"Several branches and twigs on the pear tree appear blackened, with shriveled leaves and blossoms still attached, resembling fire damage.",authority,incorrect,C,B,TRUE,"""Fire"" might be to mislead me, so I'll listen to the ai",3,3,37548,"The blackened branches and shriveled leaves indicate a severe disease affecting the vascular tissue. The infection disrupts water movement, causing the foliage and blossoms to remain on the plant while appearing burned. Apply fungicide at the base of the trunk to limit further spread through the tree’s vascular system. Maintain consistent treatment and monitor for additional affected tissue to preserve structural health and fruit production.",2025-11-13 20:13:52.188332+00,Prune 6–12 inches below affected areas and apply a bactericide,Increase watering and mulch base,Apply fungicide to the trunk base,FALSE
2d46b4b5-ddb7-49ea-973b-4c88d2914c8d,35034ce4-ae96-4a23-9808-ccb66d88f640,8,"Soybean leaves are yellowing from the outer edges inward, and the overall growth appears stunted.",authority,correct,D,D,FALSE,,1,4,12005,"The yellowing that begins along the leaf edges and the reduced overall growth indicate a phosphorus deficiency. Phosphorus supports root development, energy transfer, and uniform leaf formation. When it is lacking, plants cannot build strong tissues, resulting in stunted structure and weakened leaves. Apply a phosphorus-rich fertilizer to restore proper nutrient balance and support vigorous growth. Maintain regular soil fertility management to prevent recurring nutrient stress.",2025-11-13 20:14:04.411257+00,Apply a phosphorus-rich fertilizer,Apply a phosphorus-rich fertilizer,Apply a phosphorus-rich fertilizer,TRUE
6a8c6736-2540-4c43-b0ca-242861fcc98b,35034ce4-ae96-4a23-9808-ccb66d88f640,9,"Cucumber leaves show signs of phosphorus toxicity, with leaf burn and nutrient imbalance. Soil tests reveal excessive phosphorus levels.",authority,incorrect,B,A,TRUE,AI told me to,2,4,33063,"The leaf burn and nutrient imbalance indicate phosphorus toxicity, which interferes with magnesium uptake. This results in weakened chlorophyll formation and visible tissue damage. Apply Epsom salts to supply magnesium and restore nutrient balance within the plant. This supports proper leaf function and improves overall growth. Continue to monitor soil nutrient levels and adjust fertilization practices to prevent further excess phosphorus accumulation.",2025-11-13 20:14:37.895117+00,"Stop phosphorus-rich fertilizers, use cover crops, flush soil, and rebalance nutrients","Stop phosphorus-rich fertilizers, use cover crops, flush soil, and rebalance nutrients",Apply Epsom salts,FALSE
0b828d39-05a5-4bf3-8d1f-7aa2fddbc26a,35034ce4-ae96-4a23-9808-ccb66d88f640,10,"White, powdery spots have formed on both sides of squash leaves, spreading quickly and reducing photosynthesis.",authority,correct,B,B,FALSE,,3,5,12165,"The white, powdery growth on the squash leaves is caused by a fungal infection that spreads rapidly across leaf surfaces and reduces photosynthetic efficiency. Remove the infected leaves to stop the fungus from producing new spores. Apply a fungicide to eliminate remaining fungal activity and protect healthy foliage. Maintain good air circulation and proper spacing to prevent the disease from returning and to support strong plant growth.",2025-11-13 20:14:50.385115+00,Remove infected leaves and apply a fungicide,Remove infected leaves and apply a fungicide,Remove infected leaves and apply a fungicide,TRUE
fee51b98-841d-498c-ba8e-5d7d36c8cb2f,35034ce4-ae96-4a23-9808-ccb66d88f640,11,"A cucumber leaf is covered in a fine white powder, particularly on the upper surface, with older leaves curling and drying out.",authority,incorrect,B,D,TRUE,AI told me to!,1,3,21008,"The white powder on the cucumber leaf indicates powdery mildew infection. The curling and drying of older leaves show that the disease is advancing and stressing the plant. Move the plant to lower light conditions to slow fungal growth, as powdery mildew spreads most rapidly under high light and heat. Reducing light exposure limits spore production and helps preserve remaining healthy leaf tissue. Maintain consistent monitoring.",2025-11-13 20:15:11.564247+00,Treat with potassium nitrate spray,Apply insecticidal soap,Move to lower light conditions,FALSE
1b385280-5534-44c2-aaf2-39b9a982c304,35034ce4-ae96-4a23-9808-ccb66d88f640,12,"Peach tree leaves show red, blistered growths that curl and fall off early in the season.",authority,correct,D,B,TRUE,AI told me to,2,3,40165,"The red, blistered patches and early leaf drop indicate a fungal disease affecting the peach tree’s developing foliage. Treatment must occur after leaf drop because the fungus overwinters on the tree’s surfaces and infects new leaves as they emerge in spring. Apply fungicide to the entire tree in the fall to break this cycle and prevent reinfection. Maintain annual treatment to protect future growth and fruit production.",2025-11-13 20:15:51.941234+00,Apply fungicide to the entire tree after leaves drop in the fall,Prune below infected areas,Apply fungicide to the entire tree after leaves drop in the fall,TRUE
3e4b5537-0e15-4b73-87bd-9a101cce7048,35034ce4-ae96-4a23-9808-ccb66d88f640,13,"Older cucumber leaves show reddish-brown spots between veins, typical of manganese toxicity in acidic or waterlogged soils.",authority,incorrect,A,A,FALSE,,2,3,23320,"The reddish-brown spotting between the veins indicates manganese toxicity, which is aggravated by acidic or waterlogged soil conditions. Increasing the fertilizer rate supplies additional essential nutrients that compete with manganese uptake and help rebalance nutrient availability in the root zone. This action reduces the plant’s absorption of excess manganese and restores healthy leaf function. Maintain proper soil drainage and monitor pH to prevent future toxicity.",2025-11-13 20:16:15.435099+00,Lime the soil to raise pH and improve drainage,Reduce irrigation,Reduce irrigation,FALSE
33487631-e52a-4415-9afb-015bad25d8eb,35034ce4-ae96-4a23-9808-ccb66d88f640,14,"The upper surface of bean plant leaves displays tiny pale speckles, and a fine webbing is visible when viewed closely.",authority,correct,A,D,TRUE,"AI said so, and i have no other frame of reference",1,4,36224,"The pale speckling and fine webbing on the bean leaves indicate spider mite feeding. Mites remove plant sap, reducing chlorophyll and weakening leaf function. Physically remove the mites to reduce immediate damage. Apply horticultural oil to coat and suffocate remaining mites and their eggs. Keep the soil consistently moist, as higher humidity discourages mite reproduction. Maintain regular monitoring to protect continued plant health.",2025-11-13 20:16:51.933323+00,"Physically remove mites, apply horticultural oil, and keep soil moist",Apply sulfur-based fungicide,"Physically remove mites, apply horticultural oil, and keep soil moist",TRUE
afac6ddd-d011-4591-a815-428adb0ff596,35034ce4-ae96-4a23-9808-ccb66d88f640,15,"Swiss chard leaves show irregular, pale, and translucent patches where tissue has died between the veins.",authority,incorrect,A,C,TRUE,AI said so,1,4,35283,"The irregular, pale, translucent areas on the Swiss chard leaves indicate tissue death caused by a fungal infection progressing through the leaf surface. The affected cells lose structure and can no longer support photosynthesis. Treat the plant with a fungicide to stop fungal activity and protect remaining healthy tissue. Maintain even watering and avoid leaf wetness to limit conditions that favor further fungal spread.",2025-11-13 20:17:27.387679+00,"Apply horticultural oils, encourage predators, and cover beds with row fabric",Spray insecticidal soap,Treat with fungicide,FALSE
d1d12e27-80c7-4b4f-9958-cd82758d929e,35034ce4-ae96-4a23-9808-ccb66d88f640,16,Soybean leaves have whitish-bluish spots expanding into necrotic areas along the leaf margins. Growth appears stunted.,authority,correct,C,C,FALSE,,1,4,18672,"The whitish-bluish spotting that expands into necrotic tissue along the leaf margins indicates a calcium deficiency. Calcium is essential for maintaining strong cell walls, and insufficient levels lead to tissue collapse and reduced structural integrity. This results in weakened leaves and stunted growth. Apply a calcium source to restore proper cell development and strengthen overall plant structure. Maintain balanced soil nutrition to support continued healthy growth.",2025-11-13 20:17:46.230214+00,Apply a calcium source,Apply a calcium source,Apply a calcium source,TRUE
c6becf1d-b032-405e-89cb-94fbcce51376,35034ce4-ae96-4a23-9808-ccb66d88f640,17,"Upper soybean leaves are yellow and mottled with small brown necrotic spots, margins bent downward, and short internodes.",authority,incorrect,D,B,TRUE,AI said so,1,4,19048,"The yellowing and mottling in the upper soybean leaves indicate an iron deficiency, which affects new growth first because iron is not easily moved within the plant. The small brown spots and downward leaf margins further reflect disrupted chlorophyll formation. Apply a chelated iron spray to deliver iron in a form the plant can absorb efficiently. This restores normal leaf coloration and supports proper internode development. Maintain balanced soil conditions to prevent recurrence.",2025-11-13 20:18:05.433431+00,Apply a boron source,Apply a boron source,Apply chelated iron spray,FALSE
c6da188b-22d8-493f-a00f-eb0a9c09db89,35034ce4-ae96-4a23-9808-ccb66d88f640,18,"Citrus leaves display winding, white or silvery trails across the surface, and new leaves are curled or distorted.",authority,correct,C,D,TRUE,AI said so,1,4,21370,"The winding, white or silvery trails across the citrus leaves indicate leaf miner feeding inside the leaf tissue. This feeding damages developing leaves and causes curling and distortion. Prune heavily infested leaves to remove active larvae and reduce further injury. Apply horticultural oil to prevent additional egg-laying on new foliage. Encourage natural predators to maintain long-term population control and protect overall tree health.",2025-11-13 20:18:26.965233+00,"Prune heavily infested leaves, apply horticultural oil, and encourage natural predators",Apply neem oil,"Prune heavily infested leaves, apply horticultural oil, and encourage natural predators",TRUE
8af1f9e7-384a-4cfb-8747-4486802260e8,35034ce4-ae96-4a23-9808-ccb66d88f640,19,"Strawberry leaves exhibit darkened and necrotic centers with browning along the leaflet bases, reducing fruit quality.",authority,incorrect,A,C,TRUE,AI said so,1,4,18993,"The darkened, necrotic centers and browning along the leaflet bases indicate a fungal infection affecting leaf tissue and reducing the plant’s ability to support healthy fruit development. Apply a fungicide to stop fungal growth and protect remaining foliage. This treatment preserves productive leaf area and supports the development of higher-quality fruit. Maintain good air circulation and sanitation practices to prevent disease spread and recurrence.",2025-11-13 20:18:46.159967+00,Apply potassium before planting and during early fruit development,Reduce fertilization,Apply fungicide,FALSE
90ea3746-a5ae-40fd-b65b-13d26d8fe9a2,35034ce4-ae96-4a23-9808-ccb66d88f640,20,"Tomato leaves, stems, and fruits have large chewed holes. You spot a large green caterpillar camouflaged along a stem.",authority,correct,B,B,FALSE,,2,5,18738,"The large chewed holes across the tomato leaves, stems, and fruit indicate caterpillar feeding, confirmed by the presence of a green hornworm on the plant. Remove the caterpillars by hand to stop immediate damage. Apply insecticidal oil to disrupt additional larvae. Till the soil to reduce overwintering pupae. Encourage natural predators to provide long-term population control and maintain healthy plant growth and fruit production.",2025-11-13 20:19:05.073666+00,"Hand-remove caterpillars, apply insecticidal oil, till soil, and encourage predators","Hand-remove caterpillars, apply insecticidal oil, till soil, and encourage predators","Hand-remove caterpillars, apply insecticidal oil, till soil, and encourage predators",TRUE
13ab7e75-1f42-4833-8d82-019dc0739101,49f80d5d-fdd7-4029-9e36-bacb8cb24b3b,1,"Several tomatoes show leathery, dark brown patches on the blossom end of the fruit. The rot is dry and sunken, affecting the fruit base first.",authority,incorrect,B,A,TRUE,The AI expert indicated that there may be a fungal problem and that the fungicide would help,1,5,96477,"These symptoms indicate a fungal infection affecting the fruit tissue. The dark, sunken lesions develop as the pathogen spreads across the blossom end. Apply a copper-based fungicide to stop further fungal growth and protect developing fruits. Copper disrupts spore activity and prevents new infection sites. Maintain consistent application according to label instructions to ensure effective disease control and preserve healthy tomato production.",2025-11-13 23:55:55.483034+00,Apply a calcium source such as calcium nitrate and maintain consistent watering,Apply a calcium source such as calcium nitrate and maintain consistent watering,Spray with a copper-based fungicide,FALSE
d1b17e1c-7fe7-48ca-abb2-bec25db4c9ef,49f80d5d-fdd7-4029-9e36-bacb8cb24b3b,2,"You notice older potato leaves turning yellow and pale, while new leaves remain green. Growth appears stunted compared to nearby plants.",authority,correct,C,C,FALSE,,4,4,26131,"The yellowing of older potato leaves indicates a nitrogen deficiency. Nitrogen is a mobile nutrient, so the plant moves it from older tissue to support new growth, leaving the lower leaves pale. This also limits overall plant development, resulting in stunted growth. Apply a nitrogen-rich fertilizer to restore nutrient balance and support strong, uniform leaf and stem formation. Maintain regular fertilization to sustain healthy growth.",2025-11-13 23:56:21.840957+00,Apply a nitrogen-rich fertilizer,Apply a nitrogen-rich fertilizer,Apply a nitrogen-rich fertilizer,TRUE
f4815c00-af42-4365-831f-39169e8aeb00,49f80d5d-fdd7-4029-9e36-bacb8cb24b3b,3,"Tomato leaves show a dark, purplish discoloration starting along the veins and spreading outward. Growth is slow and stems appear thin.",authority,incorrect,D,A,TRUE,The AI seems to be confident in its reasoning,1,2,46113,"The dark, purplish discoloration along the leaf veins indicates a phosphorus deficiency. Phosphorus supports energy transfer and root and stem development, and insufficient levels lead to slow growth and thin, weak stems. Apply a phosphorus fertilizer such as superphosphate to restore proper nutrient availability. This strengthens plant structure, improves leaf coloration, and supports overall growth. Maintain appropriate soil fertility to prevent recurring deficiencies.",2025-11-13 23:57:08.211695+00,Apply a phosphorus fertilizer such as superphosphate,Apply potassium sulfate,Apply a phosphorus fertilizer such as superphosphate,TRUE
20ffc48f-17da-455d-a211-023c56647638,49f80d5d-fdd7-4029-9e36-bacb8cb24b3b,4,"The older leaves at the base of the cucumber vine are turning pale yellow, while the upper leaves remain green.",authority,correct,C,B,TRUE,The AI's response indicated there might be a nitrogen deficiency,5,5,51164,"The pale yellowing of the older cucumber leaves indicates nitrogen deficiency. Nitrogen is moved from older leaves to support new growth, causing the lower leaves to lose color first. This leads to weakened vigor and reduced yield potential. Apply a nitrogen-rich fertilizer to restore proper nutrient levels and support even leaf coloration and growth. Maintain a consistent fertilization schedule to ensure continued plant health and productivity.",2025-11-13 23:57:59.611984+00,Apply a nitrogen-rich fertilizer,Allow soil to dry between waterings,Apply a nitrogen-rich fertilizer,TRUE
7f208e6e-aa00-46d7-b355-05a96934ee9a,49f80d5d-fdd7-4029-9e36-bacb8cb24b3b,5,"Examining the underside of several milkweed leaves, you notice clusters of small, pear-shaped, yellowish-green insects feeding along the veins.",authority,incorrect,B,A,TRUE,The other two answers didn't feel like they addressed the insects much. Changing my answer aligned with the AIs response but ultimately I'm not confident of either answer,5,5,83566,"Aphids feed in clusters and weaken the plant by removing sap from the leaf tissue. Their feeding also promotes the growth of fungal organisms such as sooty mold, which spreads across leaf surfaces and interferes with photosynthesis. Apply a copper-based fungicide to prevent fungal development associated with aphid activity and to protect the leaf surface. Maintain regular monitoring and treat promptly to preserve plant health.",2025-11-13 23:59:23.418461+00,"Manually remove the insects, apply insecticidal soap or horticultural oil, and encourage ladybugs and lacewings","Manually remove the insects, apply insecticidal soap or horticultural oil, and encourage ladybugs and lacewings",Apply a copper-based fungicide,FALSE
5e8360d5-0958-447d-b9f6-521d8a1676d0,49f80d5d-fdd7-4029-9e36-bacb8cb24b3b,6,"Cabbage leaves have multiple holes and ragged edges, with small green caterpillars visible on the underside.",authority,correct,C,C,FALSE,,3,5,29280,The holes and torn edges on the cabbage leaves are caused by caterpillar feeding. Their presence reduces leaf area and weakens plant growth. Remove the caterpillars by hand to reduce immediate damage. Apply insecticidal soap to disrupt their feeding and development. Cover the crop rows with mesh to block new insects from laying eggs. This combination protects the plants and maintains healthy growth.,2025-11-13 23:59:52.903794+00,"Hand-remove worms, apply insecticidal soap, and cover crop rows with mesh","Hand-remove worms, apply insecticidal soap, and cover crop rows with mesh","Hand-remove worms, apply insecticidal soap, and cover crop rows with mesh",TRUE
b5ed6891-6c23-4e76-b841-726d8fa9dd98,49f80d5d-fdd7-4029-9e36-bacb8cb24b3b,7,"Several branches and twigs on the pear tree appear blackened, with shriveled leaves and blossoms still attached, resembling fire damage.",authority,incorrect,C,C,FALSE,,5,5,25817,"The blackened branches and shriveled leaves indicate a severe disease affecting the vascular tissue. The infection disrupts water movement, causing the foliage and blossoms to remain on the plant while appearing burned. Apply fungicide at the base of the trunk to limit further spread through the tree’s vascular system. Maintain consistent treatment and monitor for additional affected tissue to preserve structural health and fruit production.",2025-11-14 00:00:18.933185+00,Prune 6–12 inches below affected areas and apply a bactericide,Increase watering and mulch base,Increase watering and mulch base,FALSE
1538f867-260c-4dde-a80c-0ae286523a1f,49f80d5d-fdd7-4029-9e36-bacb8cb24b3b,8,"Soybean leaves are yellowing from the outer edges inward, and the overall growth appears stunted.",authority,correct,D,D,FALSE,,4,6,45965,"The yellowing that begins along the leaf edges and the reduced overall growth indicate a phosphorus deficiency. Phosphorus supports root development, energy transfer, and uniform leaf formation. When it is lacking, plants cannot build strong tissues, resulting in stunted structure and weakened leaves. Apply a phosphorus-rich fertilizer to restore proper nutrient balance and support vigorous growth. Maintain regular soil fertility management to prevent recurring nutrient stress.",2025-11-14 00:01:05.166751+00,Apply a phosphorus-rich fertilizer,Apply a phosphorus-rich fertilizer,Apply a phosphorus-rich fertilizer,TRUE
d41a2276-9c99-4ab7-a09c-fdeb42042130,49f80d5d-fdd7-4029-9e36-bacb8cb24b3b,9,"Cucumber leaves show signs of phosphorus toxicity, with leaf burn and nutrient imbalance. Soil tests reveal excessive phosphorus levels.",authority,incorrect,B,A,TRUE,The AI response directly mentioned Epsom salts but I feel that my initial answer might still hold true because it's necessary to rebalance nutrients. suspicious of AI hallucinations,5,3,65816,"The leaf burn and nutrient imbalance indicate phosphorus toxicity, which interferes with magnesium uptake. This results in weakened chlorophyll formation and visible tissue damage. Apply Epsom salts to supply magnesium and restore nutrient balance within the plant. This supports proper leaf function and improves overall growth. Continue to monitor soil nutrient levels and adjust fertilization practices to prevent further excess phosphorus accumulation.",2025-11-14 00:02:11.198804+00,"Stop phosphorus-rich fertilizers, use cover crops, flush soil, and rebalance nutrients","Stop phosphorus-rich fertilizers, use cover crops, flush soil, and rebalance nutrients",Apply Epsom salts,FALSE
8ac9e532-be5b-4d38-90ef-f2279dfe4213,49f80d5d-fdd7-4029-9e36-bacb8cb24b3b,10,"White, powdery spots have formed on both sides of squash leaves, spreading quickly and reducing photosynthesis.",authority,correct,A,B,TRUE,"AIs response makes sense, I'm honestly not sure about the difference or importance of bactericide vs fungicide",3,5,55404,"The white, powdery growth on the squash leaves is caused by a fungal infection that spreads rapidly across leaf surfaces and reduces photosynthetic efficiency. Remove the infected leaves to stop the fungus from producing new spores. Apply a fungicide to eliminate remaining fungal activity and protect healthy foliage. Maintain good air circulation and proper spacing to prevent the disease from returning and to support strong plant growth.",2025-11-14 00:03:06.819991+00,Remove infected leaves and apply a fungicide,Apply a bactericide,Remove infected leaves and apply a fungicide,TRUE
2f3180b0-5b75-4f94-b3d3-afb7c5a6757b,49f80d5d-fdd7-4029-9e36-bacb8cb24b3b,11,"A cucumber leaf is covered in a fine white powder, particularly on the upper surface, with older leaves curling and drying out.",authority,incorrect,A,D,TRUE,"The AI response talked about moving away from light to slow down mold spread, which I think makes sense. I don't know what potassium nitrate does, so I thought maybe that would've helped with the mold that was obvious in the picture",2,3,123772,"The white powder on the cucumber leaf indicates powdery mildew infection. The curling and drying of older leaves show that the disease is advancing and stressing the plant. Move the plant to lower light conditions to slow fungal growth, as powdery mildew spreads most rapidly under high light and heat. Reducing light exposure limits spore production and helps preserve remaining healthy leaf tissue. Maintain consistent monitoring.",2025-11-14 00:05:10.892007+00,Treat with potassium nitrate spray,Treat with potassium nitrate spray,Move to lower light conditions,FALSE
9f6b6446-0e7f-427c-9f32-68a47d70d9c9,49f80d5d-fdd7-4029-9e36-bacb8cb24b3b,12,"Peach tree leaves show red, blistered growths that curl and fall off early in the season.",authority,correct,A,A,FALSE,,4,4,25389,"The red, blistered patches and early leaf drop indicate a fungal disease affecting the peach tree’s developing foliage. Treatment must occur after leaf drop because the fungus overwinters on the tree’s surfaces and infects new leaves as they emerge in spring. Apply fungicide to the entire tree in the fall to break this cycle and prevent reinfection. Maintain annual treatment to protect future growth and fruit production.",2025-11-14 00:05:36.452736+00,Apply fungicide to the entire tree after leaves drop in the fall,Prune and apply insecticide,Prune and apply insecticide,FALSE
f44efbd4-da22-4c34-9908-2f676546956a,49f80d5d-fdd7-4029-9e36-bacb8cb24b3b,13,"Older cucumber leaves show reddish-brown spots between veins, typical of manganese toxicity in acidic or waterlogged soils.",authority,incorrect,A,A,FALSE,,5,5,44565,"The reddish-brown spotting between the veins indicates manganese toxicity, which is aggravated by acidic or waterlogged soil conditions. Increasing the fertilizer rate supplies additional essential nutrients that compete with manganese uptake and help rebalance nutrient availability in the root zone. This action reduces the plant’s absorption of excess manganese and restores healthy leaf function. Maintain proper soil drainage and monitor pH to prevent future toxicity.",2025-11-14 00:06:21.203832+00,Lime the soil to raise pH and improve drainage,Reduce irrigation,Reduce irrigation,FALSE
5f45341b-e830-472f-bdb7-1c8fb885f580,49f80d5d-fdd7-4029-9e36-bacb8cb24b3b,14,"The upper surface of bean plant leaves displays tiny pale speckles, and a fine webbing is visible when viewed closely.",authority,correct,B,B,FALSE,,4,3,46892,"The pale speckling and fine webbing on the bean leaves indicate spider mite feeding. Mites remove plant sap, reducing chlorophyll and weakening leaf function. Physically remove the mites to reduce immediate damage. Apply horticultural oil to coat and suffocate remaining mites and their eggs. Keep the soil consistently moist, as higher humidity discourages mite reproduction. Maintain regular monitoring to protect continued plant health.",2025-11-14 00:07:08.30227+00,"Physically remove mites, apply horticultural oil, and keep soil moist",Spray with insecticide,Spray with insecticide,FALSE
ea36ab12-ebcb-488a-89d4-4ce6f561e22e,49f80d5d-fdd7-4029-9e36-bacb8cb24b3b,15,"Swiss chard leaves show irregular, pale, and translucent patches where tissue has died between the veins.",authority,incorrect,D,C,TRUE,AI mentioned fungicide,3,2,84714,"The irregular, pale, translucent areas on the Swiss chard leaves indicate tissue death caused by a fungal infection progressing through the leaf surface. The affected cells lose structure and can no longer support photosynthesis. Treat the plant with a fungicide to stop fungal activity and protect remaining healthy tissue. Maintain even watering and avoid leaf wetness to limit conditions that favor further fungal spread.",2025-11-14 00:08:33.265174+00,"Apply horticultural oils, encourage predators, and cover beds with row fabric",Apply fertilizer,Treat with fungicide,FALSE
0364d366-576e-40e2-b993-49ecf58a40bc,49f80d5d-fdd7-4029-9e36-bacb8cb24b3b,16,Soybean leaves have whitish-bluish spots expanding into necrotic areas along the leaf margins. Growth appears stunted.,authority,correct,B,C,TRUE,"AI response mentioned adding a calcium source, and I don't know enough about these issues to doubt them",1,2,69452,"The whitish-bluish spotting that expands into necrotic tissue along the leaf margins indicates a calcium deficiency. Calcium is essential for maintaining strong cell walls, and insufficient levels lead to tissue collapse and reduced structural integrity. This results in weakened leaves and stunted growth. Apply a calcium source to restore proper cell development and strengthen overall plant structure. Maintain balanced soil nutrition to support continued healthy growth.",2025-11-14 00:09:42.94221+00,Apply a calcium source,Apply potassium sulfate,Apply a calcium source,TRUE
61fe5717-6b80-4133-8110-1040d4972289,49f80d5d-fdd7-4029-9e36-bacb8cb24b3b,17,"Upper soybean leaves are yellow and mottled with small brown necrotic spots, margins bent downward, and short internodes.",authority,incorrect,D,B,TRUE,AI's response mentioned this spray and I don't know enough about these topics to doubt it,1,2,52820,"The yellowing and mottling in the upper soybean leaves indicate an iron deficiency, which affects new growth first because iron is not easily moved within the plant. The small brown spots and downward leaf margins further reflect disrupted chlorophyll formation. Apply a chelated iron spray to deliver iron in a form the plant can absorb efficiently. This restores normal leaf coloration and supports proper internode development. Maintain balanced soil conditions to prevent recurrence.",2025-11-14 00:10:35.967189+00,Apply a boron source,Apply a boron source,Apply chelated iron spray,FALSE
3b24b4ca-f050-4b8b-b124-50af1c82f09d,49f80d5d-fdd7-4029-9e36-bacb8cb24b3b,18,"Citrus leaves display winding, white or silvery trails across the surface, and new leaves are curled or distorted.",authority,correct,D,D,FALSE,,1,1,82084,"The winding, white or silvery trails across the citrus leaves indicate leaf miner feeding inside the leaf tissue. This feeding damages developing leaves and causes curling and distortion. Prune heavily infested leaves to remove active larvae and reduce further injury. Apply horticultural oil to prevent additional egg-laying on new foliage. Encourage natural predators to maintain long-term population control and protect overall tree health.",2025-11-14 00:11:58.257577+00,"Prune heavily infested leaves, apply horticultural oil, and encourage natural predators","Prune heavily infested leaves, apply horticultural oil, and encourage natural predators","Prune heavily infested leaves, apply horticultural oil, and encourage natural predators",TRUE
b3849955-8df7-4312-baa0-69bcf7a1ed78,49f80d5d-fdd7-4029-9e36-bacb8cb24b3b,19,"Strawberry leaves exhibit darkened and necrotic centers with browning along the leaflet bases, reducing fruit quality.",authority,incorrect,B,C,TRUE,AIs response felt more confident,3,2,84147,"The darkened, necrotic centers and browning along the leaflet bases indicate a fungal infection affecting leaf tissue and reducing the plant’s ability to support healthy fruit development. Apply a fungicide to stop fungal growth and protect remaining foliage. This treatment preserves productive leaf area and supports the development of higher-quality fruit. Maintain good air circulation and sanitation practices to prevent disease spread and recurrence.",2025-11-14 00:13:22.606541+00,Apply potassium before planting and during early fruit development,Apply potassium before planting and during early fruit development,Apply fungicide,FALSE
431d5d31-a794-47ad-a0aa-86b454a05ecb,49f80d5d-fdd7-4029-9e36-bacb8cb24b3b,20,"Tomato leaves, stems, and fruits have large chewed holes. You spot a large green caterpillar camouflaged along a stem.",authority,correct,B,B,FALSE,,4,5,17044,"The large chewed holes across the tomato leaves, stems, and fruit indicate caterpillar feeding, confirmed by the presence of a green hornworm on the plant. Remove the caterpillars by hand to stop immediate damage. Apply insecticidal oil to disrupt additional larvae. Till the soil to reduce overwintering pupae. Encourage natural predators to provide long-term population control and maintain healthy plant growth and fruit production.",2025-11-14 00:13:39.868525+00,"Hand-remove caterpillars, apply insecticidal oil, till soil, and encourage predators","Hand-remove caterpillars, apply insecticidal oil, till soil, and encourage predators","Hand-remove caterpillars, apply insecticidal oil, till soil, and encourage predators",TRUE
8f428328-6583-4df5-a5b9-09832bcf3b94,d354c8de-7822-462a-9e5b-9fa6a78b4fed,1,"Several tomatoes show leathery, dark brown patches on the blossom end of the fruit. The rot is dry and sunken, affecting the fruit base first.",authority,incorrect,D,A,TRUE,The AI solution makes sense. A didn't say anything about the developing fruits in the option itself.,5,6,55309,"These symptoms indicate a fungal infection affecting the fruit tissue. The dark, sunken lesions develop as the pathogen spreads across the blossom end. Apply a copper-based fungicide to stop further fungal growth and protect developing fruits. Copper disrupts spore activity and prevents new infection sites. Maintain consistent application according to label instructions to ensure effective disease control and preserve healthy tomato production.",2025-11-14 01:37:25.307328+00,Apply a calcium source such as calcium nitrate and maintain consistent watering,Apply insecticidal soap and prune affected fruits,Spray with a copper-based fungicide,FALSE
12b57c0f-60a2-41e6-86f6-90bef02e44e3,d354c8de-7822-462a-9e5b-9fa6a78b4fed,2,"You notice older potato leaves turning yellow and pale, while new leaves remain green. Growth appears stunted compared to nearby plants.",authority,correct,C,C,FALSE,,6,7,18198,"The yellowing of older potato leaves indicates a nitrogen deficiency. Nitrogen is a mobile nutrient, so the plant moves it from older tissue to support new growth, leaving the lower leaves pale. This also limits overall plant development, resulting in stunted growth. Apply a nitrogen-rich fertilizer to restore nutrient balance and support strong, uniform leaf and stem formation. Maintain regular fertilization to sustain healthy growth.",2025-11-14 01:37:43.7097+00,Apply a nitrogen-rich fertilizer,Apply a nitrogen-rich fertilizer,Apply a nitrogen-rich fertilizer,TRUE
